4802360000.0202,8.764
4802360000.0204,8.958
4802360000.0206,8.854
4802360000.0208,8.600
4802360000.0210,8.698
4802360000.0212,8.796
4802360000.0214,8.950
4802360000.0216,8.722
4802360000.0218,8.668
4802360000.0220,8.838
4802360000.0222,8.872
4802360000.0224,8.708
4802360000.0226,8.666
4802360000.0228,8.960
4802360000.0230,8.744
4802360000.0232,8.636
4802360000.0234,8.934
4802360000.0236,8.810
4802360000.0238,8.738
4802360000.0240,8.762
4802360000.0242,8.990
4802360000.0244,8.702
4802360000.0246,8.826
4802360000.0248,8.890
4802360000.0250,8.776
4802360000.0252,8.652
4802360000.0254,8.902
4802360000.0256,8.886
4802360000.0258,8.740
4802360000.0260,8.644
4802360000.0262,8.980
4802360000.0264,8.864
4802360000.0266,8.708
4802360000.0268,8.652
4802360000.0270,8.916
4802360000.0272,8.670
4802360000.0274,8.674
4802360000.0276,9.020
4802360000.0278,8.796
4802360000.0280,8.730
4802360000.0282,8.706
4802360000.0284,8.880
4802360000.0286,8.942
4802360000.0288,8.726
4802360000.0290,8.668
4802360000.0292,8.818
4802360000.0294,8.990
4802360000.0296,9.120
4802360000.0298,8.768
4802360000.0300,8.652
4802360000.0302,8.820
4802360000.0304,8.818
4802360000.0306,8.796
4802360000.0308,8.534
4802360000.0310,8.952
4802360000.0312,8.768
4802360000.0314,8.684
4802360000.0316,8.888
4802360000.0318,8.608
4802360000.0320,9.022
4802360000.0322,8.896
4802360000.0324,8.846
4802360000.0326,8.628
4802360000.0328,8.786
4802360000.0330,8.870
4802360000.0332,8.912
4802360000.0334,8.678
4802360000.0336,8.702
4802360000.0338,8.920
4802360000.0340,8.926
4802360000.0342,8.622
4802360000.0344,8.652
4802360000.0346,8.872
4802360000.0348,9.018
4802360000.0350,8.630
4802360000.0352,8.830
4802360000.0354,8.964
4802360000.0356,8.840
4802360000.0358,8.638
4802360000.0360,8.694
4802360000.0362,8.732
4802360000.0364,8.990
4802360000.0366,8.848
4802360000.0368,8.722
4802360000.0370,8.686
4802360000.0372,8.982
4802360000.0374,8.854
4802360000.0376,8.582
4802360000.0378,8.838
4802360000.0380,8.990
4802360000.0382,8.842
4802360000.0384,8.668
4802360000.0386,8.982
4802360000.0388,8.796
4802360000.0390,8.668
4802360000.0392,8.776
4802360000.0394,8.856
4802360000.0396,8.748
4802360000.0398,8.708
4802360000.0400,8.870
4802360000.0402,8.936
4802360000.0404,8.678
4802360000.0406,8.910
4802360000.0408,8.918
4802360000.0410,8.794
4802360000.0412,8.614
4802360000.0414,8.670
4802360000.0416,9.014
4802360000.0418,8.718
4802360000.0420,8.762
4802360000.0422,8.882
4802360000.0424,8.918
4802360000.0426,8.650
4802360000.0428,8.788
4802360000.0430,8.936
4802360000.0432,8.622
4802360000.0434,8.678
4802360000.0436,8.912
4802360000.0438,8.776
4802360000.0440,8.636
4802360000.0442,8.792
4802360000.0444,8.918
4802360000.0446,8.652
4802360000.0448,9.012
4802360000.0450,8.826
4802360000.0452,8.616
4802360000.0454,8.826
4802360000.0456,8.882
4802360000.0458,8.800
4802360000.0460,8.556
4802360000.0462,8.956
4802360000.0464,8.792
4802360000.0466,8.668
4802360000.0468,8.948
4802360000.0470,8.874
4802360000.0472,8.630
4802360000.0474,8.812
4802360000.0476,9.184
4802360000.0478,8.434
4802360000.0480,8.848
4802360000.0482,8.858
4802360000.0484,8.592
4802360000.0486,8.910
4802360000.0488,8.936
4802360000.0490,8.706
4802360000.0492,8.870
4802360000.0494,8.776
4802360000.0496,8.690
4802360000.0498,8.676
4802360000.0500,8.784
4802360000.0502,8.944
4802360000.0504,8.810
4802360000.0506,8.646
4802360000.0508,8.802
4802360000.0510,8.966
4802360000.0512,8.762
4802360000.0514,8.590
4802360000.0516,8.780
4802360000.0518,8.898
4802360000.0520,8.832
4802360000.0522,8.650
4802360000.0524,8.858
4802360000.0526,8.920
4802360000.0528,8.528
4802360000.0530,8.918
4802360000.0532,9.010
4802360000.0534,8.768
4802360000.0536,8.606
4802360000.0538,8.702
4802360000.0540,8.904
4802360000.0542,8.832
4802360000.0544,8.690
4802360000.0546,8.960
4802360000.0548,8.682
4802360000.0550,8.752
4802360000.0552,8.984
4802360000.0554,8.948
4802360000.0556,9.036
4802360000.0558,8.820
4802360000.0560,8.560
4802360000.0562,8.858
4802360000.0564,8.906
4802360000.0566,8.576
4802360000.0568,8.904
4802360000.0570,8.762
4802360000.0572,8.716
4802360000.0574,8.772
4802360000.0576,8.972
4802360000.0578,8.552
4802360000.0580,8.820
4802360000.0582,8.924
4802360000.0584,8.792
4802360000.0586,8.616
4802360000.0588,8.872
4802360000.0590,8.764
4802360000.0592,8.568
4802360000.0594,8.890
4802360000.0596,9.044
4802360000.0598,8.686
4802360000.0600,8.702
4802360000.0602,8.800
4802360000.0604,8.754
4802360000.0606,8.880
4802360000.0608,8.944
4802360000.0610,8.662
4802360000.0612,8.636
4802360000.0614,8.974
4802360000.0616,8.932
4802360000.0618,8.542
4802360000.0620,8.874
4802360000.0622,8.832
4802360000.0624,8.650
4802360000.0626,8.904
4802360000.0628,8.870
4802360000.0630,8.752
4802360000.0632,8.702
4802360000.0634,8.934
4802360000.0636,8.840
4802360000.0638,8.788
4802360000.0640,8.668
4802360000.0642,8.874
4802360000.0644,8.730
4802360000.0646,8.670
4802360000.0648,8.910
4802360000.0650,8.564
4802360000.0652,8.912
4802360000.0654,8.846
4802360000.0656,8.880
4802360000.0658,8.504
4802360000.0660,8.980
4802360000.0662,8.916
4802360000.0664,8.590
4802360000.0666,8.824
4802360000.0668,8.958
4802360000.0670,8.776
4802360000.0672,8.552
4802360000.0674,8.940
4802360000.0676,8.890
4802360000.0678,8.786
4802360000.0680,8.810
4802360000.0682,8.820
4802360000.0684,8.644
4802360000.0686,8.794
4802360000.0688,8.934
4802360000.0690,8.662
4802360000.0692,8.894
4802360000.0694,8.778
4802360000.0696,8.762
4802360000.0698,8.682
4802360000.0700,8.990
4802360000.0702,8.702
4802360000.0704,8.692
4802360000.0706,8.778
4802360000.0708,8.820
4802360000.0710,8.794
4802360000.0712,8.966
4802360000.0714,8.880
4802360000.0716,8.708
4802360000.0718,8.788
4802360000.0720,9.012
4802360000.0722,8.916
4802360000.0724,8.780
4802360000.0726,8.678
4802360000.0728,8.716
4802360000.0730,8.956
4802360000.0732,9.074
4802360000.0734,8.482
4802360000.0736,8.926
4802360000.0738,8.736
4802360000.0740,8.700
4802360000.0742,8.826
4802360000.0744,8.898
4802360000.0746,8.746
4802360000.0748,8.708
4802360000.0750,8.854
4802360000.0752,8.830
4802360000.0754,8.768
4802360000.0756,8.756
4802360000.0758,8.910
4802360000.0760,8.598
4802360000.0762,8.716
4802360000.0764,8.872
4802360000.0766,8.866
4802360000.0768,8.768
4802360000.0770,8.748
4802360000.0772,8.772
4802360000.0774,8.646
4802360000.0776,9.060
4802360000.0778,8.838
4802360000.0780,8.754
4802360000.0782,8.706
4802360000.0784,8.928
4802360000.0786,9.020
4802360000.0788,8.730
4802360000.0790,8.748
4802360000.0792,8.998
4802360000.0794,8.990
4802360000.0796,8.958
4802360000.0798,8.710
4802360000.0800,8.718
4802360000.0802,8.934
4802360000.0804,9.062
4802360000.0806,8.816
4802360000.0808,8.732
4802360000.0810,8.906
4802360000.0812,8.906
4802360000.0814,8.724
4802360000.0816,8.738
4802360000.0818,8.874
4802360000.0820,8.988
4802360000.0822,8.854
4802360000.0824,8.706
4802360000.0826,8.910
4802360000.0828,9.036
4802360000.0830,8.490
4802360000.0832,8.932
4802360000.0834,8.858
4802360000.0836,8.960
4802360000.0838,8.512
4802360000.0840,8.864
4802360000.0842,8.960
4802360000.0844,8.642
4802360000.0846,8.780
4802360000.0848,8.874
4802360000.0850,8.788
4802360000.0852,8.582
4802360000.0854,9.092
4802360000.0856,8.632
4802360000.0858,8.644
4802360000.0860,8.958
4802360000.0862,8.788
4802360000.0864,8.650
4802360000.0866,8.856
4802360000.0868,8.856
4802360000.0870,8.802
4802360000.0872,8.658
4802360000.0874,8.826
4802360000.0876,8.910
4802360000.0878,8.622
4802360000.0880,8.824
4802360000.0882,9.000
4802360000.0884,8.754
4802360000.0886,8.678
4802360000.0888,8.702
4802360000.0890,9.046
4802360000.0892,8.724
4802360000.0894,8.658
4802360000.0896,8.910
4802360000.0898,8.700
4802360000.0900,8.580
4802360000.0902,8.816
4802360000.0904,8.976
4802360000.0906,8.568
4802360000.0908,8.824
4802360000.0910,8.950
4802360000.0912,8.692
4802360000.0914,8.684
4802360000.0916,8.982
4802360000.0918,8.810
4802360000.0920,8.698
4802360000.0922,8.776
4802360000.0924,9.092
4802360000.0926,8.942
4802360000.0928,8.816
4802360000.0930,8.658
4802360000.0932,8.710
4802360000.0934,8.976
4802360000.0936,8.810
4802360000.0938,8.898
4802360000.0940,8.632
4802360000.0942,8.754
4802360000.0944,8.966
4802360000.0946,8.694
4802360000.0948,8.566
4802360000.0950,8.928
4802360000.0952,8.966
4802360000.0954,8.574
4802360000.0956,8.928
4802360000.0958,8.820
4802360000.0960,8.684
4802360000.0962,8.812
4802360000.0964,8.716
4802360000.0966,8.796
4802360000.0968,8.916
4802360000.0970,8.864
4802360000.0972,8.632
4802360000.0974,8.722
4802360000.0976,8.960
4802360000.0978,8.862
4802360000.0980,8.600
4802360000.0982,8.778
4802360000.0984,8.940
4802360000.0986,8.756
4802360000.0988,8.682
4802360000.0990,8.816
4802360000.0992,8.830
4802360000.0994,8.658
4802360000.0996,8.662
4802360000.0998,8.690
4802360000.1000,8.956
4802360000.1002,8.864
4802360000.1004,8.740
4802360000.1006,8.632
4802360000.1008,8.846
4802360000.1010,8.992
4802360000.1012,8.630
4802360000.1014,8.622
4802360000.1016,8.958
4802360000.1018,8.778
4802360000.1020,8.746
4802360000.1022,8.660
4802360000.1024,8.920
4802360000.1026,9.010
4802360000.1028,9.014
4802360000.1030,8.818
4802360000.1032,8.792
4802360000.1034,8.736
4802360000.1036,8.778
4802360000.1038,9.068
4802360000.1040,8.858
4802360000.1042,8.678
4802360000.1044,8.754
4802360000.1046,8.924
4802360000.1048,8.654
4802360000.1050,8.738
4802360000.1052,8.924
4802360000.1054,9.052
4802360000.1056,8.752
4802360000.1058,8.752
4802360000.1060,8.840
4802360000.1062,9.014
4802360000.1064,8.864
4802360000.1066,8.780
4802360000.1068,8.752
4802360000.1070,8.902
4802360000.1072,8.992
4802360000.1074,8.760
4802360000.1076,8.748
4802360000.1078,8.800
4802360000.1080,8.996
4802360000.1082,8.778
4802360000.1084,8.716
4802360000.1086,8.832
4802360000.1088,8.786
4802360000.1090,8.692
4802360000.1092,8.748
4802360000.1094,8.926
4802360000.1096,8.804
4802360000.1098,8.576
4802360000.1100,8.864
4802360000.1102,8.878
4802360000.1104,8.752
4802360000.1106,8.740
4802360000.1108,8.760
4802360000.1110,8.910
4802360000.1112,8.690
4802360000.1114,8.834
4802360000.1116,8.974
4802360000.1118,8.624
4802360000.1120,8.872
4802360000.1122,8.904
4802360000.1124,8.666
4802360000.1126,8.794
4802360000.1128,9.006
4802360000.1130,8.756
4802360000.1132,8.698
4802360000.1134,8.718
4802360000.1136,8.906
4802360000.1138,8.910
4802360000.1140,8.614
4802360000.1142,8.788
4802360000.1144,8.906
4802360000.1146,8.650
4802360000.1148,8.866
4802360000.1150,8.924
4802360000.1152,8.646
4802360000.1154,8.792
4802360000.1156,8.888
4802360000.1158,8.784
4802360000.1160,8.698
4802360000.1162,8.870
4802360000.1164,8.698
4802360000.1166,8.756
4802360000.1168,9.044
4802360000.1170,8.746
4802360000.1172,8.662
4802360000.1174,8.820
4802360000.1176,8.826
4802360000.1178,8.874
4802360000.1180,8.558
4802360000.1182,8.826
4802360000.1184,8.862
4802360000.1186,8.678
4802360000.1188,8.760
4802360000.1190,8.952
4802360000.1192,8.950
4802360000.1194,8.650
4802360000.1196,8.842
4802360000.1198,8.606
4802360000.1200,8.838
4802360000.1202,8.620
4802360000.1204,8.886
4802360000.1206,8.700
4802360000.1208,8.662
4802360000.1210,8.808
4802360000.1212,9.050
4802360000.1214,8.736
4802360000.1216,8.778
4802360000.1218,8.698
4802360000.1220,8.974
4802360000.1222,8.682
4802360000.1224,8.784
4802360000.1226,8.924
4802360000.1228,9.018
4802360000.1230,8.838
4802360000.1232,8.546
4802360000.1234,8.948
4802360000.1236,8.810
4802360000.1238,8.746
4802360000.1240,8.678
4802360000.1242,8.718
4802360000.1244,9.004
4802360000.1246,8.716
4802360000.1248,8.616
4802360000.1250,8.910
4802360000.1252,8.902
4802360000.1254,8.812
4802360000.1256,8.690
4802360000.1258,8.842
4802360000.1260,8.932
4802360000.1262,8.948
4802360000.1264,8.698
4802360000.1266,8.744
4802360000.1268,8.984
4802360000.1270,9.042
4802360000.1272,8.846
4802360000.1274,8.776
4802360000.1276,8.990
4802360000.1278,8.862
4802360000.1280,8.804
4802360000.1282,8.780
4802360000.1284,8.776
4802360000.1286,9.044
4802360000.1288,8.858
4802360000.1290,8.598
4802360000.1292,8.974
4802360000.1294,8.996
4802360000.1296,8.932
4802360000.1298,8.716
4802360000.1300,8.802
4802360000.1302,8.796
4802360000.1304,9.038
4802360000.1306,8.762
4802360000.1308,8.706
4802360000.1310,8.802
4802360000.1312,9.004
4802360000.1314,8.804
4802360000.1316,8.796
4802360000.1318,8.856
4802360000.1320,8.880
4802360000.1322,8.714
4802360000.1324,8.588
4802360000.1326,8.956
4802360000.1328,8.934
4802360000.1330,8.638
4802360000.1332,8.702
4802360000.1334,8.866
4802360000.1336,8.976
4802360000.1338,8.896
4802360000.1340,8.770
4802360000.1342,8.706
4802360000.1344,8.928
4802360000.1346,9.046
4802360000.1348,8.746
4802360000.1350,8.740
4802360000.1352,8.772
4802360000.1354,8.924
4802360000.1356,8.964
4802360000.1358,8.690
4802360000.1360,8.810
4802360000.1362,9.012
4802360000.1364,8.744
4802360000.1366,8.736
4802360000.1368,8.838
4802360000.1370,8.830
4802360000.1372,8.770
4802360000.1374,8.674
4802360000.1376,9.042
4802360000.1378,8.820
4802360000.1380,8.638
4802360000.1382,8.756
4802360000.1384,8.926
4802360000.1386,8.650
4802360000.1388,8.730
4802360000.1390,8.924
4802360000.1392,8.770
4802360000.1394,8.706
4802360000.1396,8.768
4802360000.1398,8.920
4802360000.1400,8.756
4802360000.1402,8.784
4802360000.1404,8.708
4802360000.1406,8.926
4802360000.1408,8.652
4802360000.1410,8.788
4802360000.1412,8.972
4802360000.1414,8.624
4802360000.1416,8.714
4802360000.1418,8.928
4802360000.1420,8.910
4802360000.1422,8.684
4802360000.1424,8.894
4802360000.1426,8.874
4802360000.1428,8.886
4802360000.1430,8.616
4802360000.1432,8.976
4802360000.1434,8.820
4802360000.1436,8.932
4802360000.1438,8.652
4802360000.1440,8.692
4802360000.1442,8.910
4802360000.1444,8.968
4802360000.1446,8.760
4802360000.1448,8.736
4802360000.1450,8.824
4802360000.1452,8.906
4802360000.1454,8.620
4802360000.1456,8.912
4802360000.1458,8.786
4802360000.1460,8.650
4802360000.1462,8.874
4802360000.1464,8.866
4802360000.1466,8.722
4802360000.1468,8.684
4802360000.1470,8.988
4802360000.1472,8.592
4802360000.1474,8.896
4802360000.1476,8.756
4802360000.1478,8.666
4802360000.1480,8.674
4802360000.1482,8.942
4802360000.1484,8.642
4802360000.1486,8.960
4802360000.1488,8.864
4802360000.1490,8.862
4802360000.1492,8.552
4802360000.1494,8.804
4802360000.1496,8.982
4802360000.1498,8.660
4802360000.1500,8.770
4802360000.1502,8.932
4802360000.1504,8.904
4802360000.1506,8.582
4802360000.1508,8.896
4802360000.1510,8.996
4802360000.1512,8.620
4802360000.1514,8.786
4802360000.1516,8.934
4802360000.1518,8.630
4802360000.1520,8.686
4802360000.1522,8.842
4802360000.1524,8.976
4802360000.1526,8.700
4802360000.1528,8.674
4802360000.1530,8.932
4802360000.1532,8.644
4802360000.1534,8.864
4802360000.1536,8.854
4802360000.1538,8.660
4802360000.1540,8.700
4802360000.1542,8.762
4802360000.1544,8.802
4802360000.1546,8.686
4802360000.1548,8.820
4802360000.1550,8.894
4802360000.1552,8.710
4802360000.1554,8.824
4802360000.1556,9.078
4802360000.1558,8.510
4802360000.1560,8.912
4802360000.1562,8.812
4802360000.1564,8.706
4802360000.1566,8.752
4802360000.1568,8.936
4802360000.1570,8.748
4802360000.1572,8.676
4802360000.1574,8.846
4802360000.1576,8.800
4802360000.1578,8.632
4802360000.1580,8.792
4802360000.1582,8.944
4802360000.1584,8.706
4802360000.1586,8.674
4802360000.1588,8.958
4802360000.1590,8.808
4802360000.1592,8.614
4802360000.1594,8.888
4802360000.1596,8.932
4802360000.1598,8.652
4802360000.1600,8.684
4802360000.1602,8.950
4802360000.1604,8.796
4802360000.1606,8.666
4802360000.1608,8.748
4802360000.1610,8.968
4802360000.1612,8.668
4802360000.1614,8.866
4802360000.1616,8.816
4802360000.1618,8.474
4802360000.1620,8.896
4802360000.1622,8.888
4802360000.1624,8.802
4802360000.1626,8.754
4802360000.1628,8.910
4802360000.1630,8.700
4802360000.1632,8.748
4802360000.1634,8.800
4802360000.1636,8.840
4802360000.1638,8.668
4802360000.1640,8.826
4802360000.1642,8.906
4802360000.1644,8.756
4802360000.1646,8.776
4802360000.1648,9.000
4802360000.1650,8.706
4802360000.1652,8.736
4802360000.1654,8.654
4802360000.1656,8.912
4802360000.1658,8.850
4802360000.1660,8.778
4802360000.1662,8.678
4802360000.1664,8.956
4802360000.1666,8.956
4802360000.1668,8.710
4802360000.1670,8.858
4802360000.1672,8.956
4802360000.1674,8.948
4802360000.1676,8.706
4802360000.1678,8.916
4802360000.1680,8.974
4802360000.1682,8.816
4802360000.1684,8.756
4802360000.1686,8.866
4802360000.1688,8.910
4802360000.1690,8.628
4802360000.1692,8.620
4802360000.1694,9.004
4802360000.1696,8.850
4802360000.1698,8.730
4802360000.1700,8.856
4802360000.1702,8.856
4802360000.1704,8.726
4802360000.1706,8.810
4802360000.1708,8.904
4802360000.1710,8.604
4802360000.1712,8.726
4802360000.1714,8.910
4802360000.1716,8.590
4802360000.1718,8.760
4802360000.1720,8.864
4802360000.1722,8.948
4802360000.1724,8.856
4802360000.1726,8.526
4802360000.1728,8.950
4802360000.1730,8.858
4802360000.1732,8.560
4802360000.1734,8.862
4802360000.1736,8.972
4802360000.1738,8.638
4802360000.1740,8.678
4802360000.1742,9.012
4802360000.1744,8.802
4802360000.1746,8.574
4802360000.1748,8.770
4802360000.1750,9.050
4802360000.1752,8.794
4802360000.1754,8.614
4802360000.1756,8.932
4802360000.1758,8.974
4802360000.1760,8.744
4802360000.1762,8.682
4802360000.1764,8.840
4802360000.1766,8.956
4802360000.1768,8.628
4802360000.1770,8.792
4802360000.1772,8.752
4802360000.1774,8.808
4802360000.1776,8.572
4802360000.1778,9.000
4802360000.1780,8.646
4802360000.1782,8.802
4802360000.1784,8.928
4802360000.1786,8.762
4802360000.1788,8.702
4802360000.1790,9.022
4802360000.1792,8.948
4802360000.1794,8.760
4802360000.1796,8.722
4802360000.1798,8.932
4802360000.1800,8.928
4802360000.1802,8.756
4802360000.1804,8.786
4802360000.1806,9.022
4802360000.1808,9.042
4802360000.1810,8.644
4802360000.1812,8.802
4802360000.1814,8.842
4802360000.1816,9.042
4802360000.1818,8.770
4802360000.1820,8.630
4802360000.1822,8.906
4802360000.1824,9.026
4802360000.1826,8.724
4802360000.1828,8.684
4802360000.1830,8.988
4802360000.1832,8.690
4802360000.1834,8.722
4802360000.1836,8.748
4802360000.1838,8.952
4802360000.1840,8.784
4802360000.1842,8.552
4802360000.1844,8.838
4802360000.1846,8.920
4802360000.1848,8.616
4802360000.1850,8.702
4802360000.1852,9.086
4802360000.1854,8.632
4802360000.1856,8.660
4802360000.1858,8.918
4802360000.1860,8.748
4802360000.1862,8.668
4802360000.1864,8.960
4802360000.1866,8.776
4802360000.1868,8.718
4802360000.1870,8.880
4802360000.1872,8.910
4802360000.1874,8.536
4802360000.1876,8.792
4802360000.1878,8.902
4802360000.1880,8.744
4802360000.1882,8.804
4802360000.1884,8.904
4802360000.1886,8.662
4802360000.1888,8.730
4802360000.1890,8.788
4802360000.1892,8.934
4802360000.1894,8.642
4802360000.1896,8.820
4802360000.1898,8.886
4802360000.1900,8.678
4802360000.1902,8.812
4802360000.1904,8.936
4802360000.1906,8.700
4802360000.1908,8.584
4802360000.1910,8.904
4802360000.1912,8.960
4802360000.1914,8.674
4802360000.1916,8.666
4802360000.1918,8.668
4802360000.1920,8.948
4802360000.1922,8.744
4802360000.1924,8.746
4802360000.1926,8.662
4802360000.1928,8.910
4802360000.1930,8.888
4802360000.1932,8.692
4802360000.1934,8.854
4802360000.1936,8.988
4802360000.1938,8.694
4802360000.1940,8.624
4802360000.1942,8.948
4802360000.1944,8.702
4802360000.1946,8.694
4802360000.1948,8.838
4802360000.1950,8.940
4802360000.1952,8.708
4802360000.1954,8.820
4802360000.1956,8.980
4802360000.1958,8.862
4802360000.1960,8.568
4802360000.1962,8.810
4802360000.1964,8.956
4802360000.1966,8.866
4802360000.1968,8.650
4802360000.1970,8.744
4802360000.1972,8.998
4802360000.1974,8.588
4802360000.1976,8.904
4802360000.1978,8.932
4802360000.1980,8.778
4802360000.1982,8.718
4802360000.1984,8.762
4802360000.1986,8.678
4802360000.1988,8.898
4802360000.1990,8.910
4802360000.1992,8.722
4802360000.1994,8.590
4802360000.1996,8.916
4802360000.1998,8.950
4802360000.2000,8.694
4802360000.2002,8.652
4802360000.2004,8.952
4802360000.2006,8.802
4802360000.2008,8.674
4802360000.2010,8.958
4802360000.2012,8.624
4802360000.2014,8.816
4802360000.2016,8.948
4802360000.2018,8.948
4802360000.2020,8.590
4802360000.2022,8.646
4802360000.2024,9.026
4802360000.2026,8.686
4802360000.2028,8.818
4802360000.2030,8.802
4802360000.2032,8.722
4802360000.2034,8.616
4802360000.2036,8.870
4802360000.2038,8.894
4802360000.2040,8.780
4802360000.2042,8.718
4802360000.2044,8.662
4802360000.2046,8.880
4802360000.2048,8.968
4802360000.2050,8.574
4802360000.2052,8.912
4802360000.2054,8.714
4802360000.2056,8.682
4802360000.2058,8.858
4802360000.2060,9.042
4802360000.2062,8.686
4802360000.2064,8.620
4802360000.2066,9.014
4802360000.2068,8.624
4802360000.2070,8.808
4802360000.2072,8.882
4802360000.2074,8.886
4802360000.2076,8.638
4802360000.2078,8.838
4802360000.2080,9.020
4802360000.2082,8.702
4802360000.2084,8.684
4802360000.2086,8.936
4802360000.2088,8.698
4802360000.2090,8.882
4802360000.2092,8.804
4802360000.2094,8.654
4802360000.2096,8.846
4802360000.2098,8.692
4802360000.2100,8.658
4802360000.2102,8.794
4802360000.2104,8.964
4802360000.2106,8.778
4802360000.2108,8.628
4802360000.2110,8.894
4802360000.2112,8.778
4802360000.2114,8.756
4802360000.2116,8.780
4802360000.2118,8.902
4802360000.2120,8.682
4802360000.2122,8.636
4802360000.2124,8.802
4802360000.2126,8.958
4802360000.2128,8.692
4802360000.2130,8.764
4802360000.2132,8.802
4802360000.2134,8.810
4802360000.2136,8.686
4802360000.2138,9.076
4802360000.2140,8.662
4802360000.2142,8.654
4802360000.2144,8.804
4802360000.2146,8.942
4802360000.2148,8.776
4802360000.2150,8.628
4802360000.2152,8.816
4802360000.2154,8.926
4802360000.2156,8.692
4802360000.2158,8.826
4802360000.2160,8.818
4802360000.2162,8.632
4802360000.2164,8.724
4802360000.2166,8.878
4802360000.2168,8.934
4802360000.2170,8.592
4802360000.2172,8.752
4802360000.2174,8.956
4802360000.2176,8.804
4802360000.2178,8.600
4802360000.2180,8.958
4802360000.2182,8.666
4802360000.2184,8.756
4802360000.2186,8.760
4802360000.2188,8.972
4802360000.2190,8.816
4802360000.2192,8.606
4802360000.2194,8.848
4802360000.2196,8.888
4802360000.2198,8.762
4802360000.2200,8.686
4802360000.2202,8.840
4802360000.2204,8.918
4802360000.2206,8.596
4802360000.2208,8.820
4802360000.2210,8.976
4802360000.2212,8.534
4802360000.2214,8.824
4802360000.2216,8.958
4802360000.2218,8.744
4802360000.2220,8.748
4802360000.2222,8.934
4802360000.2224,8.864
4802360000.2226,8.660
4802360000.2228,8.698
4802360000.2230,8.924
4802360000.2232,8.768
4802360000.2234,8.792
4802360000.2236,8.652
4802360000.2238,8.942
4802360000.2240,8.698
4802360000.2242,8.748
4802360000.2244,8.924
4802360000.2246,8.576
4802360000.2248,8.746
4802360000.2250,8.982
4802360000.2252,8.796
4802360000.2254,8.632
4802360000.2256,8.710
4802360000.2258,8.870
4802360000.2260,8.778
4802360000.2262,8.846
4802360000.2264,8.804
4802360000.2266,8.812
4802360000.2268,8.654
4802360000.2270,8.812
4802360000.2272,8.916
4802360000.2274,8.706
4802360000.2276,8.874
4802360000.2278,8.596
4802360000.2280,8.870
4802360000.2282,8.982
4802360000.2284,8.628
4802360000.2286,8.614
4802360000.2288,8.834
4802360000.2290,8.846
4802360000.2292,8.682
4802360000.2294,8.830
4802360000.2296,8.826
4802360000.2298,8.722
4802360000.2300,8.730
4802360000.2302,8.942
4802360000.2304,8.820
4802360000.2306,8.692
4802360000.2308,8.942
4802360000.2310,8.838
4802360000.2312,8.636
4802360000.2314,8.622
4802360000.2316,8.988
4802360000.2318,8.910
4802360000.2320,8.706
4802360000.2322,8.702
4802360000.2324,8.878
4802360000.2326,8.856
4802360000.2328,8.622
4802360000.2330,8.886
